,GeoFips,GeoName,Income Change,CAGR,Total Growth Rate
0,8031,"Denver, CO",1.3423517386678905,6.732323053801781,18.00719374468493
1,30031,"Gallatin, MT",1.1267216906739566,7.792158465529453,39.25918490262999
2,12021,"Collier, FL",1.0814091882885029,6.919575091253827,23.41970775757275
3,41017,"Deschutes, OR",1.056533348646243,8.269752875268455,30.814977136559968
4,49049,"Utah, UT",1.0481083961330593,6.837102587939925,35.0707337193226
5,12085,"Martin, FL",1.0121088336129551,7.084389730404928,10.66512743095639
6,5007,"Benton, AR",1.0109887873669643,6.678545975094719,35.8775920392653
7,12099,"Palm Beach, FL",0.9881319162124222,7.468654190732304,14.741112624056019
8,12061,"Indian River, FL",0.9859239971319672,6.92188949088508,21.0345126855093
9,8013,"Boulder, CO",0.9571252680911908,6.441267844555343,10.943672374189429
10,49053,"Washington, UT",0.935540468380502,8.20472731674522,42.77975601476335
11,4021,"Pinal, AZ",0.923640473897936,8.375411905302933,20.923192355187812
12,48453,"Travis, TX",0.900559573573972,6.570434873114461,28.67949934323238
13,16055,"Kootenai, ID",0.8726079147829318,8.098045017307642,32.164635243806735
14,13139,"Hall, GA",0.8577622468129167,6.725486313155349,17.99637176635063
15,12115,"Sarasota, FL",0.8416208279459139,7.417850619221733,21.69456188104477
16,49035,"Salt Lake, UT",0.8383037694013304,6.91278648771263,14.7350349643586
17,16027,"Canyon, ID",0.8272976018026719,9.421868819229172,32.53848427898727
18,30063,"Missoula, MT",0.8272177823608604,6.713996587148818,10.54578333059345
19,45019,"Charleston, SC",0.8208330359903899,7.252411888722188,19.28889672870872
20,47037,"Davidson, TN",0.8133279637126687,7.190961670500617,12.73790741769657
21,12035,"Flagler, FL",0.8116830433606779,6.6340256927087005,32.083437578183634
22,47187,"Williamson, TN",0.810069271517182,7.320578892306773,41.7203249381911
